typeId,groupId,typeName,mass,volume,capacity,portionSize,raceId,basePrice,published,marketGroupId,iconId,soundId,graphicId
63368,1950,"Executioner Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63369,1950,"Apostle Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63370,1950,"Providence Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63371,1950,"Sigil Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63372,1950,"Coercer Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63373,1950,"Dragoon Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63374,1950,"Confessor Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63375,1950,"Arbitrator Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63376,1950,"Omen Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63377,1950,"Maller Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63378,1950,"Augoror Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63379,1950,"Legion Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63380,1950,"Amarr Shuttle Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63381,1950,"Impairor Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63382,1950,"Sentinel Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63383,1950,"Redeemer Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63384,1950,"Purifier Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63385,1950,"Prorator Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63386,1950,"Devoter Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63387,1950,"Zealot Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63388,1950,"Vengeance Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63389,1950,"Damnation Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63390,1950,"Anathema Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63391,1950,"Impel Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63392,1950,"Malediction Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63393,1950,"Heretic Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63394,1950,"Sacrilege Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63395,1950,"Curse Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63396,1950,"Retribution Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63397,1950,"Absolution Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63398,1950,"Paladin Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63399,1950,"Crusader Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63400,1950,"Ark Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63401,1950,"Deacon Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63402,1950,"Pontifex Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63403,1950,"Guardian Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63404,1950,"Pilgrim Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63405,1950,"Augoror Navy Issue Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63406,1950,"Harbinger Navy Issue Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63407,1950,"Armageddon Navy Issue Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63408,1950,"Apocalypse Navy Issue Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63409,1950,"Imperial Navy Slicer Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63410,1950,"Crucifier Navy Issue Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63411,1950,"Omen Navy Issue Halcyon Dawn SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63412,1950,"Caracal Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63413,1950,"Tengu Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63414,1950,"Blackbird Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63415,1950,"Badger Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63416,1950,"Tayra Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63417,1950,"Phoenix Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63418,1950,"Chimera Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63419,1950,"Wyvern Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63420,1950,"Leviathan Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63421,1950,"Scorpion Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63422,1950,"Rokh Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63423,1950,"Raven Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63424,1950,"Naga Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63425,1950,"Ferox Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63426,1950,"Drake Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63427,1950,"Charon Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63428,1950,"Heron Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63429,1950,"Kestrel Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63430,1950,"Merlin Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63431,1950,"Jackdaw Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63432,1950,"Bantam Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63433,1950,"Ibis Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63434,1950,"Caldari Shuttle Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63435,1950,"Griffin Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63436,1950,"Condor Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63437,1950,"Minokawa Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63438,1950,"Moa Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63439,1950,"Osprey Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63440,1950,"Corax Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63441,1950,"Cormorant Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63442,1950,"Cerberus Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63443,1950,"Golem Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63444,1950,"Bustard Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63445,1950,"Hawk Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63446,1950,"Manticore Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63447,1950,"Kitsune Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63448,1950,"Raptor Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63449,1950,"Basilisk Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63450,1950,"Kirin Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63451,1950,"Widow Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63452,1950,"Nighthawk Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63453,1950,"Flycatcher Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63454,1950,"Crane Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63455,1950,"Crow Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63456,1950,"Rook Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63457,1950,"Onyx Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63458,1950,"Stork Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63459,1950,"Eagle Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63460,1950,"Vulture Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63461,1950,"Rhea Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63462,1950,"Harpy Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63463,1950,"Buzzard Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63464,1950,"Falcon Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63465,1950,"Caracal Navy Issue Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63466,1950,"Raven Navy Issue Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63467,1950,"Scorpion Navy Issue Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63468,1950,"Drake Navy Issue Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63469,1950,"Osprey Navy Issue Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63470,1950,"Caldari Navy Hookbill Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63471,1950,"Griffin Navy Issue Halcyon Dawn SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63472,1950,"Erebus Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63473,1950,"Thorax Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63474,1950,"Exequror Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63475,1950,"Catalyst Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63476,1950,"Algos Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63477,1950,"Celestis Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63478,1950,"Megathron Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63479,1950,"Dominix Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63480,1950,"Hyperion Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63481,1950,"Brutix Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63482,1950,"Myrmidon Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63483,1950,"Talos Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63484,1950,"Hecate Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63485,1950,"Navitas Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63486,1950,"Tristan Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63487,1950,"Kryos Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63488,1950,"Iteron Mark V Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63489,1950,"Epithal Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63490,1950,"Nyx Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63491,1950,"Thanatos Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63492,1950,"Moros Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63493,1950,"Velator Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63494,1950,"Gallente Shuttle Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63495,1950,"Imicus Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63496,1950,"Atron Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63497,1950,"Maulus Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63498,1950,"Incursus Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63499,1950,"Miasmos Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63500,1950,"Nereus Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63501,1950,"Obelisk Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63502,1950,"Ninazu Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63503,1950,"Vexor Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63504,1950,"Proteus Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63505,1950,"Astarte Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63506,1950,"Taranis Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63507,1950,"Keres Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63508,1950,"Nemesis Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63509,1950,"Viator Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63510,1950,"Kronos Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63511,1950,"Deimos Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63512,1950,"Arazu Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63513,1950,"Magus Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63514,1950,"Sin Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63515,1950,"Eos Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63516,1950,"Ishkur Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63517,1950,"Helios Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63518,1950,"Anshar Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63519,1950,"Ishtar Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63520,1950,"Eris Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63521,1950,"Thalia Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63522,1950,"Enyo Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63523,1950,"Ares Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63524,1950,"Occator Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63525,1950,"Phobos Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63526,1950,"Oneiros Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63527,1950,"Lachesis Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63528,1950,"Maulus Navy Issue Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63529,1950,"Federation Navy Comet Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63530,1950,"Brutix Navy Issue Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63531,1950,"Megathron Navy Issue Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63532,1950,"Dominix Navy Issue Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63533,1950,"Exequror Navy Issue Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63534,1950,"Vexor Navy Issue Halcyon Dawn SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63535,1950,"Bellicose Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63536,1950,"Ragnarok Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63537,1950,"Breacher Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63538,1950,"Burst Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63539,1950,"Minmatar Shuttle Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63540,1950,"Reaper Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63541,1950,"Rifter Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63542,1950,"Probe Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63543,1950,"Vigil Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63544,1950,"Slasher Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63545,1950,"Svipul Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63546,1950,"Thrasher Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63547,1950,"Stabber Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63548,1950,"Scythe Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63549,1950,"Rupture Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63550,1950,"Loki Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63551,1950,"Lif Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63552,1950,"Maelstrom Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63553,1950,"Tempest Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63554,1950,"Fenrir Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63555,1950,"Mammoth Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63556,1950,"Wreathe Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63557,1950,"Tornado Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63558,1950,"Cyclone Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63559,1950,"Hurricane Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63560,1950,"Hoarder Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63561,1950,"Typhoon Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63562,1950,"Naglfar Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63563,1950,"Hel Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63564,1950,"Nidhoggur Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63565,1950,"Talwar Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63566,1950,"Jaguar Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63567,1950,"Cheetah Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63568,1950,"Scalpel Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63569,1950,"Vagabond Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63570,1950,"Nomad Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63571,1950,"Mastodon Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63572,1950,"Panther Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63573,1950,"Wolf Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63574,1950,"Hound Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63575,1950,"Claw Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63576,1950,"Muninn Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63577,1950,"Huginn Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63578,1950,"Sleipnir Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63579,1950,"Vargur Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63580,1950,"Broadsword Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63581,1950,"Hyena Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63582,1950,"Stiletto Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63583,1950,"Bifrost Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63584,1950,"Sabre Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63585,1950,"Scimitar Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63586,1950,"Rapier Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63587,1950,"Prowler Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63588,1950,"Claymore Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63589,1950,"Scythe Fleet Issue Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63590,1950,"Stabber Fleet Issue Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63591,1950,"Republic Fleet Firetail Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63592,1950,"Vigil Fleet Issue Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63593,1950,"Hurricane Fleet Issue Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63594,1950,"Tempest Fleet Issue Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63595,1950,"Typhoon Fleet Issue Halcyon Dawn SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63596,303,"Halcyon R-1 Booster",1,1,0,1,"None",1000.0000,1,"None",25265,"None",0
63597,303,"Halcyon R-2 Booster",1,1,0,1,"None",1000.0000,1,"None",25266,"None",0
63598,303,"Halcyon R-3 Booster",1,1,0,1,"None",1000.0000,1,"None",25267,"None",0
63599,303,"Halcyon R-4 Booster",1,1,0,1,"None",1000.0000,1,"None",25268,"None",0
63600,303,"Halcyon R-5 Booster",1,1,0,1,"None",1000.0000,1,"None",25269,"None",0
63601,303,"Halcyon B-1 Booster",1,1,0,1,"None",1000.0000,1,"None",25260,"None",0
63602,303,"Halcyon B-2 Booster",1,1,0,1,"None",1000.0000,1,"None",25261,"None",0
63603,303,"Halcyon B-3 Booster",1,1,0,1,"None",1000.0000,1,"None",25262,"None",0
63604,303,"Halcyon B-4 Booster",1,1,0,1,"None",1000.0000,1,"None",25263,"None",0
63605,303,"Halcyon B-5 Booster",1,1,0,1,"None",1000.0000,1,"None",25264,"None",0
63606,303,"Halcyon G-1 Booster",1,1,0,1,"None",1000.0000,1,"None",25255,"None",0
63607,303,"Halcyon G-2 Booster",1,1,0,1,"None",1000.0000,1,"None",25256,"None",0
63608,303,"Halcyon G-3 Booster",1,1,0,1,"None",1000.0000,1,"None",25257,"None",0
63609,303,"Halcyon G-4 Booster",1,1,0,1,"None",1000.0000,1,"None",25258,"None",0
63610,303,"Halcyon G-5 Booster",1,1,0,1,"None",1000.0000,1,"None",25259,"None",0
63611,303,"Halcyon Y-1 Booster",1,1,0,1,"None",1000.0000,1,"None",25270,"None",0
63612,303,"Halcyon Y-2 Booster",1,1,0,1,"None",1000.0000,1,"None",25271,"None",0
63613,303,"Halcyon Y-3 Booster",1,1,0,1,"None",1000.0000,1,"None",25272,"None",0
63614,303,"Halcyon Y-4 Booster",1,1,0,1,"None",1000.0000,1,"None",25273,"None",0
63615,303,"Halcyon Y-5 Booster",1,1,0,1,"None",1000.0000,1,"None",25274,"None",0
63616,1950,"Worm Valkyrie SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63617,1950,"Gila Valkyrie SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63618,1950,"Rattlesnake Valkyrie SKIN",0,0.01,0,1,1,"None",1,"None","None","None",0
63623,526,"19,000 Skill Points",0,0,0,1,"None","None",0,"None",24158,"None",0
63624,526,"20,000 Skill Points",0,0,0,1,"None","None",0,"None",24158,"None",0
63625,227,"Hunt YC112 Boss Spawner",0,0,0,1,"None","None",0,"None","None","None",10026
63626,227,"Huntmaster YC112 Mini Boss Spawner",0,0,0,1,"None","None",0,"None","None","None",10026
63627,1664,"Hunt Jackdaw",11910000,27289,130,1,32,"None",0,"None","None",20102,21135
63628,1664,"Hunt Jackdaw",11910000,27289,130,1,32,"None",0,"None","None",20102,21135
63629,1664,"Huntmaster Jackdaw",11910000,27289,130,1,32,"None",0,"None","None",20102,21135
63630,1664,"Huntmaster Jackdaw",11910000,27289,130,1,32,"None",0,"None","None",20102,21135
63631,383,"Hunt Stasis Webifier Tower",1000,1000,1000,1,"None","None",0,"None","None","None",2473
63632,474,"Hunt YC124 Acceleration Gate Key",1,0.1,0,1,"None","None",1,"None",2038,"None",0
63633,303,"Basic 'Guri Kikhivaa' Cerebral Accelerator",0,1,0,1,"None",32768.0000,1,2487,10144,"None",0
63634,303,"Potent 'Guri Kikhivaa' Cerebral Accelerator",0,1,0,1,"None",32768.0000,1,2487,10144,"None",0
63635,303,"Extended 'Guri Kikhivaa' Cerebral Accelerator",0,1,0,1,"None",32768.0000,1,2487,10144,"None",0
63636,314,"Testing EGDLI3 Skins Limited Selection",1,1,0,1,"None","None",0,"None",25280,"None",0
63637,1950,"Omen Navy Issue Hunter's Quiver SKIN",0,0.01,0,1,4,"None",1,"None","None","None",0
63638,1950,"Vexor Navy Issue Hunter's Quiver SKIN",0,0.01,0,1,8,"None",1,"None","None","None",0
63639,1950,"Stabber Fleet Issue Hunter's Quiver SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
63640,1950,"Scythe Fleet Issue Hunter's Quiver SKIN",0,0.01,0,1,2,"None",1,"None","None","None",0
